ik,n,t,eps,lam_1s,E0eff_1s,lam_2s,E0eff_2s,lam_2p,E0eff_2p,lam
2,8,0.00059,0.9671102374,2.2360335154954706e-06,2.746725195350381,6.928762629443998e-05,0.21473150335211552,0.020814292635688767,2.8077841221272224,0.020885816295498703
3,1,0.09232,-0.0483134044,2.5516713807624084e-06,2.8038823801103097,0.0007789768543393156,0.3703636967841021,0.0007702324229380168,2.799911618607234,0.001551760948658095
3,2,0.09232,0.7876640768,2.252130283476339e-06,2.747348070037893,8.211432984632376e-05,0.2222479182313974,0.02319637687112213,2.832682563593713,0.02328074333125193
3,3,0.09232,0.7876640768,2.2521302834821484e-06,2.7473480700376265,8.211432984632469e-05,0.22224791823127216,0.023196376871154497,2.8326825635922233,0.023280743331284305
3,4,0.09232,0.8019316069,2.24291723094551e-06,2.7452985496252897,7.857578761222013e-05,0.22015176528738306,0.022684842157428643,2.816632827524243,0.02276566086227181
3,5,0.09232,0.8504206754,2.245017082329644e-06,2.746646630560337,7.358005249826867e-05,0.21586377305432589,0.022185900838064418,2.8070035193685476,0.022261725907645018
3,6,0.09232,0.8951832525,2.2180974733279932e-06,2.7405311894004827,5.9881459085106205e-05,0.20388651399695795,0.02067963019506005,2.7445080463472724,0.020741729751618483
3,7,0.09232,0.8951832525,2.2180974733621502e-06,2.740531189401213,5.988145908660308e-05,0.20388651399742302,0.020679630195472004,2.7445080463526716,0.02074172975203197
3,8,0.09232,0.9925579734,2.222523114268451e-06,2.7436968905965475,6.247573927970672e-05,0.20880419323486543,0.02004384363540308,2.7744162190720942,0.020108541897797056
4,1,0.15017,-0.0436819464,2.550103710001646e-06,2.803614126212734,0.0007704751391554508,0.3695915688826868,0.001641992938166511,3.1534318152294394,0.0024150181810319634
4,2,0.15017,0.7603877297,2.264048542640521e-06,2.749878166453801,8.992746541818502e-05,0.22757357598763525,0.023959799221889736,2.8607836001262767,0.024051990735850563
4,3,0.15017,0.7603877297,2.264048542623268e-06,2.749878166452908,8.992746541735741e-05,0.22757357598776298,0.023959799221626207,2.860783600123627,0.024051990735586188
4,4,0.15017,0.7780333232,2.2545951482579895e-06,2.747859894985225,8.642580828597407e-05,0.22591309880197352,0.023393593446975475,2.845885568951049,0.023482273850409706
4,5,0.15017,0.8402474638,2.2507573332122684e-06,2.747962135712519,7.835585310175266e-05,0.2200486448497649,0.02249568594311779,2.824166019929075,0.022576292553552754
4,6,0.15017,0.9287257918,2.203313627958016e-06,2.7373029646981033,5.301309051131744e-05,0.19710212933677987,0.019754083986031668,2.70944491427079,0.019809300390170943
4,7,0.15017,0.9287257918,2.2033136279508658e-06,2.7373029646978404,5.3013090510776e-05,0.19710212933635002,0.019754083985929708,2.709444914268032,0.019809300390068434
4,8,0.15017,0.9846430295,2.1819397902504943e-06,2.7328240567496613,4.675407155615933e-05,0.19155557636143578,0.01842832907965747,2.6700478366179903,0.018477265091003878
5,1,0.20097,-0.0377972905,2.5481084023062075e-06,2.803272089877406,0.0007597676054589852,0.36860625386724016,0.0027211918188098884,3.3101900424266564,0.00348350753267118
5,2,0.20097,0.7373589856,2.2734955670513798e-06,2.75184787183355,9.676136401422178e-05,0.23192128756814312,0.024575508803363125,2.883393690143353,0.024674543662944397
5,3,0.20097,0.7373589856,2.2734955670808235e-06,2.751847871834042,9.676136401516106e-05,0.2319212875677352,0.024575508803722234,2.8833936901433557,0.024674543663304477
5,4,0.20097,0.755213624,2.264388501913755e-06,2.749939660792282,9.352521336929109e-05,0.23067297926220673,0.024011959635934266,2.8701493056509957,0.02410774923780547
5,5,0.20097,0.8286112903,2.2567797861458378e-06,2.749317062954815,8.351735166133492e-05,0.22428180029813,0.022824062861727303,2.841938243337269,0.022909836993174785
5,6,0.20097,0.9388603495,2.203198514482648e-06,2.7375761204774376,5.6172814481660044e-05,0.20183230211655442,0.01969734212672222,2.722283177772905,0.01975571813971836
5,7,0.20097,0.9595730569,2.1902617990985693e-06,2.7344503338763286,4.73692847390824e-05,0.1909136774305354,0.01893397982390905,2.678006170270633,0.01898353937044723
5,8,0.20097,0.9595730569,2.1902617990921636e-06,2.734450333876715,4.736928473973081e-05,0.1909136774315844,0.01893397982393144,2.6780061702767726,0.018983539370470263
6,1,0.26672,-0.0276662384,2.544681782344866e-06,2.8026844893682776,0.0007417287266000638,0.36691769185454537,0.004508345518958196,3.411822222443926,0.005252618927340605
6,2,0.26672,0.7093435986,2.2846975863332124e-06,2.7541583187190493,0.00010553039037379575,0.2371219249386437,0.02530834167511993,2.9104175014264033,0.02541615676308006
6,3,0.26672,0.7093435986,2.2846975863096323e-06,2.7541583187182677,0.00010553039037206729,0.23712192493847975,0.025308341674739863,2.910417501420823,0.02541615676269824
6,4,0.26672,0.7256550237,2.2759432407092353e-06,2.7523284107587624,0.00010259982079860565,0.2362571642123013,0.024766123755084274,2.898681690689394,0.02487099951912359
6,5,0.26672,0.8109365336,2.2647996227215213e-06,2.751067161925959,9.059001891013099e-05,0.22962684764230065,0.023277093304024162,2.8649859443367203,0.023369948122557015
6,6,0.26672,0.8774074647,2.2292134577952265e-06,2.7432180772294195,7.007010504500098e-05,0.21454009116534764,0.02132648869789193,2.7866766398136926,0.021398788016394724
6,7,0.26672,1.0005116409,2.172965112075294e-06,2.7306376861694233,4.060087920414552e-05,0.18258341217298937,0.017867383483744045,2.6360989693828927,0.017910157328060266
6,8,0.26672,1.0005116409,2.1729651120481333e-06,2.730637686165689,4.0600879200894865e-05,0.18258341216944918,0.017867383483069835,2.6360989693537693,0.017910157327382777
7,1,0.27788,-0.0256656738,2.5440009268062736e-06,2.8025672913171484,0.0007381831805658401,0.36658016887119593,0.0048501943205776915,3.4225663752659172,0.005590921502070338
7,2,0.27788,0.7048124544,2.2864952322262125e-06,2.754527015549451,0.00010700754783275696,0.23796126414743723,0.02542393594341288,2.9147478684447803,0.025533229986477862
7,3,0.27788,0.7048124544,2.286495232212268e-06,2.75452701554815,0.00010700754783147113,0.23796126414754185,0.02542393594304042,2.9147478684359243,0.025533229986104106
7,4,0.27788,0.7207537051,2.2777822252370966e-06,2.7527032132690623,0.00010412089938902013,0.23714710063629738,0.02488614688617445,2.90319713071152,0.02499254556778871
